Violation_ID,Violation_Date,Violation_Time,City,Area,Vehicle_Type,Violation_Type,Fine_Amount,Payment_Status,Payment_Date,Camera_Type,Repeat_Offender,Challan_Source,Weather_Condition
CHL2024_017258,2024-05-08,10:35,Bengaluru,Yelahanka,Bike,Signal Jumping,1593,Paid,2024-05-20,Speed Camera,No,Automated Camera,Clear
CHL2024_017259,2024-04-06,00:45,Mumbai,Powai,Bike,Driving on Wrong Side,1067,Paid,2024-04-10,CCTV Camera,No,On-ground Police,Foggy
CHL2024_017260,2024-03-27,19:39,Surat,Nanpura,Bike,Driving on Wrong Side,1951,Paid,2024-04-04,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017261,2024-07-28,07:30,Delhi,Saket,Truck,Signal Jumping,1442,Paid,2024-07-30,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017262,2024-10-01,20:57,Pune,Hadapsar,Bike,Wrong Parking,1359,Paid,2024-10-11,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017263,2024-11-18,16:40,Bengaluru,Whitefield,Bike,Wrong Parking,1399,Paid,2024-11-27,Speed Camera,No,On-ground Police,Foggy
CHL2024_017264,2024-02-27,04:18,Bengaluru,BTM,Truck,Over Speeding,2775,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017265,2024-07-07,19:44,Surat,Varachha,Car,Wrong Parking,1108,Paid,2024-07-08,Speed Camera,No,On-ground Police,Rainy
CHL2024_017266,2024-11-08,08:58,Mumbai,Bandra,Bike,Signal Jumping,1256,Paid,2024-11-11,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017267,2024-01-27,00:31,Pune,Hadapsar,Bus,Over Speeding,1926,Paid,2024-01-27,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017268,2024-08-05,10:21,Delhi,Dwarka,Bike,Driving on Wrong Side,1509,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_017269,2024-08-11,00:29,Hyderabad,Secunderabad,Bike,Over Speeding,1891,Paid,2024-08-19,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_017270,2024-12-22,09:12,Pune,Baner,Car,Wrong Parking,1365,Paid,2024-12-22,Speed Camera,No,Automated Camera,Clear
CHL2024_017271,2024-05-22,02:47,Surat,Vesu,Car,Wrong Parking,695,Paid,2024-05-26,CCTV Camera,No,On-ground Police,Clear
CHL2024_017272,2024-11-29,18:27,Delhi,Janakpuri,Car,No Seatbelt,804,Paid,2024-12-08,CCTV Camera,No,On-ground Police,Foggy
CHL2024_017273,2024-02-09,10:09,Bengaluru,JP Nagar,Car,Wrong Parking,1193,Paid,2024-02-10,CCTV Camera,No,Automated Camera,Clear
CHL2024_017274,2024-12-07,08:38,Bengaluru,Electronic City,Bike,Driving on Wrong Side,1546,Paid,2024-12-15,Speed Camera,No,Automated Camera,Rainy
CHL2024_017275,2024-01-23,21:22,Pune,Kothrud,Bike,No Helmet,859,Paid,2024-02-03,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_017276,2024-11-12,21:32,Indore,LIG,Bike,No Helmet,648,Paid,2024-11-14,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_017277,2024-01-19,21:21,Mumbai,Goregaon,Truck,Driving on Wrong Side,1880,Paid,2024-01-31,CCTV Camera,No,On-ground Police,Clear
CHL2024_017278,2024-12-02,21:23,Mumbai,Kurla,Car,Wrong Parking,538,Unpaid,,CCTV Camera,Yes,Automated Camera,Foggy
CHL2024_017279,2024-02-26,08:47,Delhi,Saket,Car,No Seatbelt,603,Paid,2024-03-12,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017280,2024-07-16,20:29,Surat,Piplod,Car,No Helmet,849,Paid,2024-07-31,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_017281,2024-08-24,03:53,Bengaluru,Yelahanka,Bike,No Seatbelt,648,Paid,2024-09-08,CCTV Camera,No,On-ground Police,Clear
CHL2024_017282,2024-01-10,07:47,Nagpur,Sitabuldi,Car,Signal Jumping,1585,Paid,2024-01-14,Speed Camera,No,On-ground Police,Rainy
CHL2024_017283,2024-12-21,21:52,Bengaluru,JP Nagar,Bus,Over Speeding,1589,Paid,2025-01-03,CCTV Camera,No,On-ground Police,Foggy
CHL2024_017284,2024-02-08,18:18,Pune,Hadapsar,Car,Signal Jumping,1788,Paid,2024-02-10,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017285,2024-06-17,20:26,Nagpur,Sitabuldi,Car,Signal Jumping,1495,Paid,2024-06-17,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017286,2024-01-17,00:51,Indore,LIG,Bike,Signal Jumping,1485,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017287,2024-08-03,19:54,Nagpur,Trimurti Nagar,Car,No Helmet,599,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017288,2024-04-26,19:21,Indore,Palasia,Truck,Wrong Parking,758,Paid,2024-05-07,CCTV Camera,No,On-ground Police,Rainy
CHL2024_017289,2024-02-01,19:19,Mumbai,Borivali,Bike,Wrong Parking,1183,Paid,2024-02-03,Speed Camera,No,Automated Camera,Rainy
CHL2024_017290,2024-12-24,09:59,Pune,Baner,Car,Signal Jumping,1708,Paid,2024-12-27,CCTV Camera,No,On-ground Police,Foggy
CHL2024_017291,2024-03-02,02:13,Bengaluru,Indiranagar,Car,Signal Jumping,1916,Paid,2024-03-05,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017292,2024-04-30,18:09,Surat,Vesu,Auto,Wrong Parking,605,Paid,2024-05-10,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017293,2024-06-02,10:29,Pune,Aundh,Auto,Signal Jumping,1032,Paid,2024-06-11,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017294,2024-05-20,20:22,Pune,Shivajinagar,Car,Driving on Wrong Side,1785,Paid,2024-05-21,CCTV Camera,No,On-ground Police,Rainy
CHL2024_017295,2024-11-30,12:51,Nagpur,Dharampeth,Auto,Over Speeding,1980,Unpaid,,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_017296,2024-11-10,10:39,Bengaluru,Whitefield,Bike,Signal Jumping,1910,Paid,2024-11-16,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017297,2024-07-25,09:27,Delhi,Karol Bagh,Car,No Helmet,872,Paid,2024-08-04,CCTV Camera,No,Automated Camera,Clear
CHL2024_017298,2024-09-25,19:53,Chennai,Tambaram,Car,Over Speeding,1739,Unpaid,,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017299,2024-11-25,20:40,Nagpur,Dharampeth,Bike,No Seatbelt,735,Paid,2024-11-25,Speed Camera,No,On-ground Police,Rainy
CHL2024_017300,2024-08-24,14:02,Pune,Katraj,Bus,Wrong Parking,1110,Paid,2024-09-06,CCTV Camera,No,Automated Camera,Clear
CHL2024_017301,2024-02-19,10:14,Ahmedabad,Paldi,Bus,Over Speeding,2374,Paid,2024-02-28,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017302,2024-05-09,20:14,Mumbai,Borivali,Bike,Signal Jumping,1915,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017303,2024-06-20,18:03,Surat,Vesu,Bike,Driving on Wrong Side,1924,Paid,2024-06-21,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017304,2024-11-12,18:40,Surat,Vesu,Car,No Seatbelt,630,Paid,2024-11-12,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017305,2024-04-07,16:48,Ahmedabad,Bopal,Bus,No Helmet,796,Paid,2024-04-15,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_017306,2024-09-12,01:15,Surat,Nanpura,Car,Driving on Wrong Side,1065,Paid,2024-09-18,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017307,2024-07-22,03:12,Surat,Vesu,Car,Signal Jumping,1633,Unpaid,,Speed Camera,No,On-ground Police,Rainy
CHL2024_017308,2024-10-24,18:12,Hyderabad,LB Nagar,Car,No Helmet,562,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_017309,2024-04-05,06:10,Delhi,Saket,Bike,Signal Jumping,1358,Paid,2024-04-07,Traffic Police Handheld,Yes,Automated Camera,Clear
CHL2024_017310,2024-05-18,18:49,Hyderabad,Secunderabad,Bike,Wrong Parking,1202,Paid,2024-05-29,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017311,2024-04-30,10:34,Pune,Kothrud,Bike,Signal Jumping,1506,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_017312,2024-07-29,12:12,Ahmedabad,Vastrapur,Bike,Wrong Parking,1237,Paid,2024-08-12,Speed Camera,Yes,Automated Camera,Clear
CHL2024_017313,2024-02-11,17:53,Ahmedabad,Satellite,Bike,Signal Jumping,1386,Paid,2024-02-22,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_017314,2024-10-29,10:01,Indore,Rau,Bike,No Seatbelt,598,Unpaid,,Traffic Police Handheld,Yes,On-ground Police,Clear
CHL2024_017315,2024-04-20,13:54,Chennai,Adyar,Bike,No Helmet,647,Paid,2024-04-27,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_017316,2024-08-07,12:49,Hyderabad,Kukatpally,Car,No Helmet,510,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017317,2024-09-25,13:13,Nagpur,Dharampeth,Bike,No Helmet,968,Paid,2024-10-06,Speed Camera,No,Automated Camera,Foggy
CHL2024_017318,2024-03-26,08:00,Chennai,Porur,Bike,No Seatbelt,796,Paid,2024-03-30,Speed Camera,No,Automated Camera,Clear
CHL2024_017319,2024-08-04,18:40,Ahmedabad,Satellite,Auto,Signal Jumping,1032,Paid,2024-08-18,Speed Camera,No,On-ground Police,Clear
CHL2024_017320,2024-05-13,09:41,Pune,Shivajinagar,Bike,Over Speeding,2112,Paid,2024-05-20,Speed Camera,No,Automated Camera,Foggy
CHL2024_017321,2024-04-02,20:58,Nagpur,Trimurti Nagar,Bike,Signal Jumping,1661,Paid,2024-04-10,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_017322,2024-07-14,21:43,Pune,Shivajinagar,Auto,No Helmet,767,Unpaid,,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_017323,2024-11-29,09:07,Mumbai,Kurla,Bike,Wrong Parking,868,Paid,2024-12-06,Speed Camera,No,Automated Camera,Rainy
CHL2024_017324,2024-09-15,15:28,Mumbai,Bandra,Bike,Signal Jumping,1793,Paid,2024-09-20,Speed Camera,No,Automated Camera,Foggy
CHL2024_017325,2024-03-20,21:13,Indore,Vijay Nagar,Bike,No Seatbelt,639,Paid,2024-03-24,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017326,2024-11-12,08:24,Chennai,Porur,Car,Signal Jumping,1838,Paid,2024-11-12,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_017327,2024-09-22,06:19,Delhi,Dwarka,Car,No Helmet,932,Paid,2024-10-07,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017328,2024-01-07,20:35,Mumbai,Powai,Bike,Driving on Wrong Side,1841,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_017329,2024-06-16,20:47,Chennai,Velachery,Bike,Wrong Parking,797,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_017330,2024-01-09,09:15,Mumbai,Dadar,Truck,Driving on Wrong Side,1468,Paid,2024-01-12,Speed Camera,No,On-ground Police,Rainy
CHL2024_017331,2024-08-12,10:37,Mumbai,Malad,Car,No Helmet,902,Paid,2024-08-22,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_017332,2024-10-31,10:15,Mumbai,Powai,Bike,Wrong Parking,1214,Paid,2024-11-05,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017333,2024-02-13,10:26,Mumbai,Borivali,Car,Over Speeding,1518,Paid,2024-02-23,Speed Camera,No,Automated Camera,Foggy
CHL2024_017334,2024-07-16,20:38,Delhi,Pitampura,Auto,No Seatbelt,590,Paid,2024-07-26,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_017335,2024-09-19,08:44,Surat,Vesu,Bike,Driving on Wrong Side,1542,Paid,2024-09-30,Speed Camera,No,Automated Camera,Clear
CHL2024_017336,2024-05-28,13:54,Surat,Vesu,Car,No Helmet,636,Paid,2024-06-06,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017337,2024-06-29,19:29,Hyderabad,Gachibowli,Bike,Signal Jumping,1550,Unpaid,,Speed Camera,Yes,Automated Camera,Rainy
CHL2024_017338,2024-01-18,10:38,Surat,Udhna,Car,Signal Jumping,1573,Paid,2024-01-31,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017339,2024-01-22,10:35,Bengaluru,Electronic City,Car,Over Speeding,2460,Paid,2024-01-23,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017340,2024-04-16,12:53,Surat,Adajan,Auto,No Seatbelt,531,Paid,2024-04-27,CCTV Camera,No,Automated Camera,Clear
CHL2024_017341,2024-11-10,08:35,Ahmedabad,Vastrapur,Bike,Over Speeding,1947,Paid,2024-11-16,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017342,2024-09-22,16:30,Bengaluru,Marathahalli,Car,Driving on Wrong Side,1127,Paid,2024-09-30,Speed Camera,No,On-ground Police,Clear
CHL2024_017343,2024-02-25,09:29,Mumbai,Goregaon,Bike,Over Speeding,2146,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_017344,2024-10-08,08:18,Indore,Palasia,Bike,Wrong Parking,1226,Paid,2024-10-20,Traffic Police Handheld,Yes,On-ground Police,Clear
CHL2024_017345,2024-02-15,17:33,Indore,Rau,Bike,No Seatbelt,726,Unpaid,,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_017346,2024-09-25,10:19,Chennai,Velachery,Bike,Over Speeding,2048,Paid,2024-10-03,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017347,2024-11-26,18:00,Pune,Katraj,Bike,Wrong Parking,540,Unpaid,,CCTV Camera,Yes,Automated Camera,Clear
CHL2024_017348,2024-12-22,10:24,Indore,Rajwada,Car,Driving on Wrong Side,1478,Unpaid,,Speed Camera,Yes,Automated Camera,Clear
CHL2024_017349,2024-10-26,10:12,Bengaluru,Indiranagar,Bike,Signal Jumping,1693,Paid,2024-10-27,Speed Camera,No,Automated Camera,Foggy
CHL2024_017350,2024-09-07,04:29,Chennai,Guindy,Bike,Over Speeding,2744,Paid,2024-09-07,CCTV Camera,No,On-ground Police,Clear
CHL2024_017351,2024-08-30,09:39,Delhi,Rohini,Bike,Wrong Parking,761,Paid,2024-08-30,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017352,2024-03-31,09:46,Nagpur,Manish Nagar,Bike,No Helmet,974,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017353,2024-10-22,10:23,Surat,Katargam,Car,Wrong Parking,1145,Paid,2024-11-01,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017354,2024-05-01,13:43,Surat,Varachha,Car,Driving on Wrong Side,1229,Paid,2024-05-15,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_017355,2024-03-26,15:17,Surat,Udhna,Bike,No Helmet,998,Paid,2024-04-10,CCTV Camera,No,On-ground Police,Rainy
CHL2024_017356,2024-03-09,11:19,Hyderabad,Gachibowli,Car,Over Speeding,1647,Paid,2024-03-18,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017357,2024-10-08,04:59,Nagpur,Sitabuldi,Truck,Wrong Parking,1018,Paid,2024-10-10,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017358,2024-08-27,04:59,Indore,Rajwada,Bike,No Seatbelt,798,Paid,2024-09-11,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017359,2024-08-19,09:17,Mumbai,Andheri,Car,Signal Jumping,1078,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017360,2024-05-17,01:50,Delhi,Rohini,Bike,Wrong Parking,603,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017361,2024-06-17,19:13,Chennai,Guindy,Bike,No Helmet,547,Paid,2024-06-19,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_017362,2024-04-03,15:12,Chennai,T Nagar,Bike,Over Speeding,1575,Unpaid,,Speed Camera,Yes,On-ground Police,Foggy
CHL2024_017363,2024-12-10,23:27,Bengaluru,JP Nagar,Car,Over Speeding,2432,Paid,2024-12-11,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017364,2024-11-23,12:29,Ahmedabad,Thaltej,Bus,Over Speeding,2650,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_017365,2024-09-05,13:10,Chennai,Porur,Car,No Seatbelt,657,Paid,2024-09-16,CCTV Camera,No,On-ground Police,Clear
CHL2024_017366,2024-09-29,16:11,Surat,Athwa,Truck,No Helmet,585,Paid,2024-10-01,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017367,2024-11-18,10:39,Surat,Vesu,Car,Driving on Wrong Side,1181,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017368,2024-07-28,19:10,Chennai,Mylapore,Bike,Over Speeding,2329,Paid,2024-08-10,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017369,2024-01-21,21:32,Nagpur,Mankapur,Bike,No Helmet,698,Unpaid,,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017370,2024-08-08,14:29,Indore,Rau,Car,Signal Jumping,1595,Paid,2024-08-12,Speed Camera,Yes,Automated Camera,Foggy
CHL2024_017371,2024-04-03,08:59,Bengaluru,Whitefield,Bike,Over Speeding,2569,Paid,2024-04-03,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017372,2024-01-02,18:39,Hyderabad,Uppal,Car,Signal Jumping,1283,Paid,2024-01-07,Speed Camera,No,Automated Camera,Rainy
CHL2024_017373,2024-03-16,13:45,Chennai,Guindy,Car,Wrong Parking,1021,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_017374,2024-03-27,18:34,Ahmedabad,Thaltej,Bus,Driving on Wrong Side,1629,Paid,2024-04-07,CCTV Camera,No,On-ground Police,Foggy
CHL2024_017375,2024-08-28,09:19,Ahmedabad,Bopal,Truck,Wrong Parking,1066,Paid,2024-08-30,Traffic Police Handheld,Yes,On-ground Police,Rainy
CHL2024_017376,2024-08-22,22:31,Chennai,Velachery,Car,Over Speeding,2910,Paid,2024-09-05,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017377,2024-04-04,21:00,Bengaluru,Marathahalli,Car,No Seatbelt,695,Paid,2024-04-15,CCTV Camera,Yes,On-ground Police,Rainy
CHL2024_017378,2024-10-04,08:07,Indore,Rau,Car,Over Speeding,1822,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_017379,2024-03-21,10:09,Surat,Katargam,Car,Over Speeding,2954,Paid,2024-03-28,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017380,2024-10-16,08:33,Hyderabad,Secunderabad,Auto,Driving on Wrong Side,1078,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017381,2024-05-25,13:27,Bengaluru,Electronic City,Car,Signal Jumping,1673,Paid,2024-05-27,Speed Camera,No,On-ground Police,Rainy
CHL2024_017382,2024-11-03,12:23,Ahmedabad,Vastrapur,Bike,Signal Jumping,1905,Unpaid,,Speed Camera,Yes,On-ground Police,Rainy
CHL2024_017383,2024-07-10,23:45,Mumbai,Bandra,Truck,Wrong Parking,785,Paid,2024-07-24,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_017384,2024-07-27,19:31,Nagpur,Dharampeth,Bus,Signal Jumping,1888,Paid,2024-08-07,CCTV Camera,Yes,Automated Camera,Clear
CHL2024_017385,2024-04-07,20:35,Hyderabad,Secunderabad,Bike,Over Speeding,2085,Paid,2024-04-20,CCTV Camera,No,Automated Camera,Clear
CHL2024_017386,2024-10-31,10:53,Ahmedabad,Paldi,Bike,Driving on Wrong Side,1129,Paid,2024-11-09,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_017387,2024-05-06,08:03,Hyderabad,Secunderabad,Car,No Helmet,626,Paid,2024-05-16,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_017388,2024-02-28,18:43,Nagpur,Wardha Road,Truck,Driving on Wrong Side,1961,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017389,2024-01-20,17:59,Surat,Katargam,Car,Driving on Wrong Side,1243,Paid,2024-01-29,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017390,2024-11-14,15:36,Hyderabad,Gachibowli,Bus,Over Speeding,2043,Unpaid,,CCTV Camera,Yes,On-ground Police,Foggy
CHL2024_017391,2024-11-15,11:09,Indore,Bhawarkua,Bike,No Helmet,539,Unpaid,,Speed Camera,No,On-ground Police,Clear
CHL2024_017392,2024-08-10,00:28,Nagpur,Mankapur,Bus,No Seatbelt,577,Paid,2024-08-20,CCTV Camera,Yes,Automated Camera,Rainy
CHL2024_017393,2024-10-26,23:25,Chennai,T Nagar,Bike,No Seatbelt,660,Paid,2024-10-31,Speed Camera,No,Automated Camera,Rainy
CHL2024_017394,2024-10-12,13:56,Surat,Varachha,Bike,No Seatbelt,533,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017395,2024-01-28,18:59,Mumbai,Powai,Car,Wrong Parking,1416,Paid,2024-02-10,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017396,2024-06-20,18:07,Bengaluru,Indiranagar,Auto,Over Speeding,1540,Paid,2024-07-03,Speed Camera,No,On-ground Police,Clear
CHL2024_017397,2024-03-28,08:59,Surat,Adajan,Car,No Helmet,930,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017398,2024-05-05,04:19,Indore,Sudama Nagar,Bus,Wrong Parking,1068,Paid,2024-05-12,Speed Camera,No,On-ground Police,Rainy
CHL2024_017399,2024-09-29,01:32,Delhi,Rohini,Bike,No Helmet,933,Unpaid,,Speed Camera,No,Automated Camera,Rainy
CHL2024_017400,2024-10-02,21:53,Indore,Rau,Bike,Signal Jumping,1114,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017401,2024-09-21,10:37,Bengaluru,Indiranagar,Bike,Driving on Wrong Side,1876,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_017402,2024-06-24,03:50,Surat,Adajan,Car,Over Speeding,2474,Unpaid,,CCTV Camera,No,On-ground Police,Foggy
CHL2024_017403,2024-06-03,19:00,Hyderabad,Uppal,Bike,No Seatbelt,857,Paid,2024-06-14,CCTV Camera,No,Automated Camera,Rainy
CHL2024_017404,2024-08-07,20:36,Nagpur,Dharampeth,Bike,No Helmet,946,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017405,2024-03-18,08:26,Hyderabad,LB Nagar,Bike,Over Speeding,1878,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017406,2024-04-08,20:15,Bengaluru,Indiranagar,Truck,Over Speeding,1903,Unpaid,,CCTV Camera,No,Automated Camera,Foggy
CHL2024_017407,2024-03-05,18:08,Indore,Palasia,Bike,Wrong Parking,977,Paid,2024-03-20,Speed Camera,No,On-ground Police,Clear
CHL2024_017408,2024-02-26,20:53,Chennai,Anna Nagar,Auto,Driving on Wrong Side,1252,Paid,2024-03-11,CCTV Camera,No,On-ground Police,Rainy
CHL2024_017409,2024-12-14,22:05,Delhi,Saket,Truck,Driving on Wrong Side,1871,Unpaid,,CCTV Camera,Yes,On-ground Police,Clear
CHL2024_017410,2024-09-09,19:45,Chennai,Velachery,Auto,No Helmet,860,Paid,2024-09-12,Traffic Police Handheld,No,On-ground Police,Foggy
CHL2024_017411,2024-10-02,18:07,Indore,Rajwada,Car,Driving on Wrong Side,1793,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_017412,2024-12-27,15:18,Delhi,Lajpat Nagar,Truck,Wrong Parking,1249,Paid,2025-01-01,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017413,2024-05-25,18:36,Pune,Hinjewadi,Bus,Driving on Wrong Side,1288,Unpaid,,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017414,2024-09-02,18:44,Ahmedabad,Navrangpura,Car,No Helmet,716,Paid,2024-09-16,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017415,2024-12-05,20:27,Nagpur,Sadar,Truck,No Seatbelt,670,Unpaid,,Speed Camera,Yes,On-ground Police,Clear
CHL2024_017416,2024-09-02,15:26,Surat,Varachha,Bike,Driving on Wrong Side,1007,Paid,2024-09-12,Speed Camera,No,Automated Camera,Rainy
CHL2024_017417,2024-01-01,10:16,Pune,Shivajinagar,Auto,No Seatbelt,765,Unpaid,,Speed Camera,No,On-ground Police,Foggy
CHL2024_017418,2024-01-20,17:03,Indore,Vijay Nagar,Truck,Signal Jumping,1705,Paid,2024-01-21,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_017419,2024-02-05,10:29,Chennai,Porur,Car,Driving on Wrong Side,1803,Paid,2024-02-13,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017420,2024-06-18,08:20,Surat,Nanpura,Car,Over Speeding,2910,Paid,2024-06-18,Speed Camera,No,On-ground Police,Foggy
CHL2024_017421,2024-04-20,06:01,Chennai,T Nagar,Bike,Driving on Wrong Side,1064,Paid,2024-04-20,CCTV Camera,No,On-ground Police,Clear
CHL2024_017422,2024-10-31,21:21,Surat,Varachha,Bike,No Helmet,688,Unpaid,,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017423,2024-10-25,19:44,Mumbai,Bandra,Bike,Wrong Parking,1213,Unpaid,,Speed Camera,No,Automated Camera,Clear
CHL2024_017424,2024-04-10,20:05,Indore,Sudama Nagar,Bike,No Helmet,721,Paid,2024-04-18,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_017425,2024-09-24,09:28,Delhi,Pitampura,Bike,No Seatbelt,851,Paid,2024-09-27,Traffic Police Handheld,No,Automated Camera,Rainy
CHL2024_017426,2024-05-25,21:19,Bengaluru,Yelahanka,Bike,Over Speeding,2038,Unpaid,,CCTV Camera,No,Automated Camera,Clear
CHL2024_017427,2024-12-11,20:44,Bengaluru,Yelahanka,Truck,Wrong Parking,841,Unpaid,,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017428,2024-12-30,20:10,Bengaluru,Marathahalli,Car,No Helmet,693,Paid,2025-01-12,Speed Camera,No,On-ground Police,Foggy
CHL2024_017429,2024-03-08,00:13,Delhi,Saket,Bike,Over Speeding,2293,Paid,2024-03-13,Traffic Police Handheld,No,On-ground Police,Rainy
CHL2024_017430,2024-03-12,09:23,Nagpur,Sadar,Bike,Signal Jumping,1530,Paid,2024-03-27,Speed Camera,No,On-ground Police,Rainy
CHL2024_017431,2024-09-19,10:42,Surat,Nanpura,Auto,Over Speeding,1666,Paid,2024-09-20,Traffic Police Handheld,No,Automated Camera,Clear
CHL2024_017432,2024-09-11,10:40,Surat,Nanpura,Bike,Over Speeding,1524,Paid,2024-09-14,Speed Camera,No,Automated Camera,Rainy
CHL2024_017433,2024-04-01,23:42,Surat,Athwa,Bus,No Helmet,876,Paid,2024-04-07,Traffic Police Handheld,No,Automated Camera,Foggy
CHL2024_017434,2024-06-29,00:08,Chennai,Mylapore,Bike,Signal Jumping,1569,Paid,2024-07-10,Traffic Police Handheld,No,On-ground Police,Clear
CHL2024_017435,2024-01-04,21:00,Hyderabad,Kukatpally,Car,Signal Jumping,1494,Paid,2024-01-09,CCTV Camera,Yes,Automated Camera,Foggy
